Progress,Duration (in seconds),age,qqm,gender,gender_3_TEXT,oc_stat,RS_1,RS_2,RS_3,RS_4,RS_5,RS_6,RS_7,RS_8,RS_9,RS_10,RS_11,RS_12,RS_13,RS_14,RS_15,RS_16,RS_17,RS_18,RS_19,RS_20,RS_21,RS_22,RS_23,RS_24,RS_25,RIES_1,RIES_2,RIES_3,RIES_4,RIES_5,RIES_6,RIES_7,RIES_8,RIES_9,RIES_10,RIES_11,RIES_12,RIES_13,RIES_14,RIES_15,RIES_16,RIES_17,RIES_18,RIES_19,RIES_20,RIES_21,RIES_22,RIES_23,RIES_24,RIES_25
100,1113,26,2,2,,1,2,1,3,2,2,2,1,3,2,1,2,2,2,2,2,1,2,1,1,2,1,3,1,1,2,1,5,1,5,2,2,5,1,1,4,1,4,2,1,2,2,2,1,1,5,4,5,2,1,2
100,320,20,2,1,,3,2,1,3,2,1,3,3,5,2,2,5,2,3,3,2,1,3,2,4,2,4,6,3,3,2,2,2,3,2,2,3,2,2,2,3,2,3,2,2,2,2,4,3,2,4,3,3,3,3,3
100,572,,2,2,,1,2,2,2,2,1,2,5,2,2,2,2,3,2,6,2,2,2,2,3,2,3,5,3,3,3,2,4,2,4,4,2,4,2,2,4,2,4,4,2,4,2,2,2,2,4,2,4,2,2,2
100,742,18,2,2,,3,3,3,2,3,2,3,4,1,4,4,3,4,3,5,3,4,6,3,2,3,2,2,3,5,3,2,2,2,4,4,2,4,4,4,3,2,4,3,1,4,2,4,2,3,4,2,2,2,2,2
100,262,,2,1,,1,5,3,3,5,1,3,3,3,6,5,5,1,2,3,5,2,4,2,1,5,3,4,3,5,3,4,4,3,4,2,2,2,2,4,4,2,4,4,1,4,2,2,2,3,4,4,2,3,4,2
100,387,64,2,2,,2,4,1,1,1,1,2,3,3,2,3,5,3,2,3,2,4,2,1,2,3,2,3,3,5,2,2,4,2,5,3,1,4,3,3,4,3,4,4,1,3,3,2,2,2,4,2,4,3,2,3
100,629,56,2,2,,4,1,2,3,2,2,3,2,3,2,2,2,2,3,2,3,2,4,3,4,2,2,3,3,2,5,3,4,2,4,4,1,4,3,2,4,2,4,5,1,3,1,2,2,2,4,4,5,3,1,3
100,330,55,2,2,,1,3,2,3,1,1,2,3,3,4,3,3,2,3,4,1,1,2,3,1,3,2,3,3,4,2,3,3,2,3,4,3,2,2,3,3,2,3,2,1,2,2,2,3,4,4,4,4,3,1,2
100,623,19,2,1,,3,5,3,3,2,2,2,4,4,5,3,5,2,5,4,2,2,3,2,1,3,3,7,3,7,2,3,2,2,3,1,2,2,3,2,4,2,3,3,2,3,2,1,2,2,2,2,3,2,3,1
100,874,19,2,1,,4,3,3,2,1,2,1,2,2,4,1,2,4,3,3,3,3,3,3,3,2,1,5,3,3,1,3,3,2,3,2,2,2,3,2,2,3,2,3,1,3,2,1,2,2,2,2,2,3,2,2
100,636,50,2,2,,1,2,2,3,2,2,2,2,2,3,3,3,2,2,3,3,2,2,2,2,3,1,3,3,2,1,2,1,2,2,3,1,3,2,2,2,2,2,4,2,1,2,2,2,4,2,2,2,3,2,2
100,3615,20,2,1,,4,3,2,2,2,1,2,2,5,3,1,3,6,1,3,5,1,5,5,2,2,2,2,2,6,2,1,4,2,4,4,2,4,2,4,2,2,5,3,4,2,2,4,2,2,4,2,2,2,1,4
100,676,19,2,2,,3,5,2,2,2,1,2,4,3,3,2,6,3,2,3,5,2,5,3,2,2,3,2,3,2,2,2,1,2,1,1,4,2,2,4,3,4,2,2,4,2,2,4,4,4,2,2,3,1,2,2
100,1340,55,2,1,,1,1,1,4,4,2,3,2,4,6,3,2,1,2,6,6,2,4,6,3,2,2,1,3,3,2,1,2,2,4,5,3,4,2,3,4,2,3,5,2,3,2,1,4,4,3,5,2,4,3,4
100,1083,,2,2,,2,3,3,2,3,3,2,3,2,3,3,2,2,3,3,2,3,3,3,2,2,2,3,3,2,4,4,2,2,2,4,3,3,2,2,3,2,3,3,2,2,2,2,2,3,3,2,2,2,2,4
100,580,,2,2,,3,3,2,1,1,1,3,4,2,4,3,6,4,1,4,2,2,1,3,2,3,1,3,1,4,2,2,3,2,4,4,2,2,2,3,4,3,4,2,2,3,1,2,2,3,5,2,2,4,2,4
100,951,20,2,1,,3,2,4,3,1,2,2,5,2,5,1,4,4,3,2,1,3,5,3,3,2,1,6,3,2,1,2,1,3,2,5,4,2,4,1,2,2,2,4,1,2,2,1,2,5,2,4,2,2,1,3
100,9421,,2,1,,1,2,2,2,2,3,2,2,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2
100,708,20,2,1,,3,3,1,1,2,1,7,2,1,3,3,6,6,3,2,2,1,1,1,1,1,1,3,2,3,2,2,4,2,3,5,2,5,1,4,5,1,1,4,1,1,5,4,2,2,4,5,4,5,2,3
100,577,24,2,1,,1,4,3,4,2,3,2,3,4,3,3,6,4,4,5,4,2,5,3,3,3,3,5,3,4,4,4,2,3,5,2,2,3,3,3,4,2,2,4,3,4,2,2,2,3,4,2,4,2,3,2
100,676,21,2,1,,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,4,1,4,2,1,4,3,1,5,2,5,4,1,2,1,1,2,1,5,3,4,2,2,2
100,239,19,1,2,,3,1,3,3,2,1,3,3,3,3,2,3,2,3,6,2,2,4,2,4,3,2,1,3,2,2,2,1,4,1,2,3,2,1,1,2,2,4,2,2,3,2,2,1,1,2,2,2,2,3,2
100,276,19,2,2,,3,4,2,2,3,2,2,4,3,3,4,4,3,2,3,4,2,5,3,3,3,3,3,3,3,2,3,3,4,4,4,3,3,2,3,3,4,3,4,3,3,2,3,3,3,3,2,3,3,3,4
100,473,22,2,1,,3,2,3,1,2,1,3,2,1,3,1,3,3,3,2,3,1,2,2,2,2,2,1,2,2,1,3,3,3,5,5,2,3,1,4,5,1,2,3,2,2,3,3,2,1,5,5,4,5,3,5
100,278,21,2,1,,3,2,2,5,2,4,1,4,2,3,4,5,3,3,2,2,3,4,4,2,5,1,4,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100,356,20,2,1,,3,3,2,2,2,1,3,2,1,2,3,3,2,2,3,1,1,3,2,1,2,1,3,2,3,2,2,2,2,2,2,3,2,2,1,3,2,4,3,1,2,3,2,3,2,4,2,5,1,2,2
100,53810,57,2,2,,1,1,1,1,1,1,1,2,1,1,2,3,3,1,1,2,1,1,1,1,2,1,2,1,3,1,2,4,1,4,2,1,4,4,2,5,2,3,3,1,3,2,2,2,2,5,2,5,2,1,2
100,341,30,2,1,,1,2,2,3,2,1,4,5,2,6,5,3,2,3,2,3,3,4,4,2,1,5,3,3,6,3,1,4,3,4,4,2,2,3,2,4,4,2,2,3,3,2,2,2,3,3,4,2,4,2,5
100,680,49,2,2,,1,1,1,3,2,1,1,2,1,2,2,3,4,2,2,1,2,1,2,2,4,1,1,3,2,2,2,4,2,4,3,1,4,1,3,5,2,5,3,1,2,2,2,2,2,5,3,5,4,1,4
100,358,22,2,2,,3,3,2,3,2,2,2,3,2,5,1,6,4,1,4,3,3,5,2,2,4,2,7,3,7,1,4,2,2,4,2,2,2,4,4,3,2,3,3,2,2,2,1,2,3,3,2,3,2,2,3
100,394,49,2,2,,1,1,1,3,1,1,1,1,1,2,1,2,3,1,1,2,1,1,3,2,3,1,2,2,1,2,1,5,2,5,3,1,5,2,2,5,2,5,4,2,3,1,3,2,1,5,4,4,4,1,4
100,262,25,2,2,,1,3,1,5,1,1,2,2,3,3,2,5,3,1,2,2,2,5,2,2,2,3,5,2,2,2,2,4,4,4,2,2,3,2,2,4,2,5,5,2,2,4,2,2,2,4,2,4,2,3,4
100,282,51,2,2,,2,2,1,2,1,1,3,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,3,2,1,4,1,4,4,2,5,2,1,5,2,5,2,1,1,1,2,2,2,1,2,5,2,1,2
100,387,34,1,1,,1,3,3,3,2,2,2,2,2,3,3,3,2,2,5,3,2,2,3,3,3,2,5,3,3,2,2,3,2,4,4,2,2,2,2,4,2,4,4,2,3,2,2,2,2,4,4,4,4,2,4
100,310,18,2,2,,3,2,3,3,2,2,2,3,3,3,2,4,3,3,1,3,3,3,2,2,2,2,5,2,2,2,4,3,2,3,2,3,3,4,2,4,2,2,3,3,2,2,4,1,3,2,2,4,3,3,3
100,302,19,2,2,,3,4,5,2,5,1,3,1,1,1,1,2,6,1,2,4,3,5,3,1,5,4,5,1,5,6,3,2,1,3,5,1,3,1,1,2,3,4,5,4,1,1,1,2,2,3,5,2,5,2,4
100,431,26,2,1,,1,2,2,4,4,1,5,3,4,5,4,5,3,3,2,3,2,3,4,5,2,5,4,3,3,2,1,5,2,4,5,2,5,2,2,4,3,2,4,1,3,2,2,1,2,4,5,3,4,4,5
100,423,21,1,2,,4,3,3,3,3,3,2,5,3,5,3,5,5,2,3,3,3,5,2,2,3,3,5,2,5,4,2,2,2,4,2,4,4,4,2,2,2,2,4,2,2,2,3,3,3,3,2,4,2,2,4
100,287,20,2,1,,1,2,2,1,2,1,1,2,1,3,2,4,2,2,2,2,1,1,2,1,3,1,2,2,2,1,1,2,2,1,2,3,4,2,2,4,2,4,5,1,1,3,2,1,1,2,2,3,4,2,4
100,443,21,2,2,,3,3,3,3,4,2,5,3,2,5,3,7,5,3,5,4,2,6,3,4,2,5,6,3,6,5,3,2,2,2,2,2,2,2,2,2,2,4,5,4,4,2,1,4,3,2,2,2,2,3,2
100,407934,19,2,2,,3,2,2,6,1,5,3,3,5,5,3,1,5,3,5,3,3,2,3,3,3,3,5,3,5,5,2,2,2,4,2,2,2,2,2,2,2,2,3,1,4,2,2,3,2,2,2,2,2,3,4
100,384,21,2,2,,3,5,3,3,3,1,4,5,4,5,5,6,3,4,5,2,2,4,4,3,3,2,7,4,4,5,3,2,2,2,2,3,2,4,2,2,3,3,4,2,3,3,1,3,4,3,2,2,3,3,3
100,580,19,2,2,,4,2,2,1,2,2,2,2,1,3,1,4,3,2,2,1,1,1,2,3,2,2,3,3,3,2,2,2,2,1,2,2,2,4,2,3,3,3,4,2,2,2,2,3,2,3,2,4,1,2,2
100,488,22,2,2,,3,2,2,5,3,2,1,2,1,2,1,2,2,2,3,2,1,1,2,1,2,1,5,3,2,2,2,4,1,4,2,2,2,2,2,4,2,4,4,1,1,2,1,2,2,4,2,4,2,2,4
100,79805,55,2,2,,1,6,3,1,2,2,7,2,5,7,5,2,3,3,6,3,1,2,3,3,1,1,7,3,7,1,2,2,2,2,1,4,1,2,3,3,2,1,4,1,3,3,4,3,5,2,1,2,1,2,1
100,1014,,2,1,,2,3,3,3,3,2,3,3,3,3,3,4,3,3,2,3,4,3,2,3,3,3,3,3,3,2,2,3,2,3,3,2,2,3,3,4,3,4,4,3,3,3,2,3,3,3,3,3,3,2,2
100,324,21,2,2,,3,3,2,2,1,3,4,4,2,6,1,3,6,2,3,3,2,5,1,6,3,2,1,2,6,1,5,1,1,4,4,2,1,2,2,4,4,4,2,2,4,2,2,1,1,4,4,4,4,3,4
100,356,19,2,2,,3,2,2,3,2,1,2,2,2,3,3,4,1,2,3,4,1,1,2,2,2,2,5,2,3,1,1,3,3,3,3,2,3,2,4,3,3,5,2,1,4,2,1,4,2,3,2,3,2,2,3
100,292,20,2,2,,3,1,2,1,2,1,1,3,1,2,1,3,3,1,3,2,2,2,2,3,5,2,3,3,3,1,2,4,2,2,3,4,2,4,2,2,2,4,4,2,1,2,2,3,3,2,3,4,3,2,3
100,239,19,2,2,,3,2,1,1,2,2,1,2,1,2,1,3,2,1,1,4,1,1,2,3,2,1,3,2,1,1,2,2,2,3,2,2,3,3,2,2,2,4,4,2,2,2,2,2,2,3,2,3,2,2,2
100,467,19,2,1,,3,1,4,4,3,2,4,5,7,5,4,7,5,6,5,6,4,7,4,3,3,7,5,5,5,4,4,2,4,1,5,2,1,4,4,2,4,4,2,3,3,3,2,4,3,3,3,3,3,3,4
100,398,20,1,1,,3,3,2,2,2,2,2,3,2,2,2,3,2,2,3,3,1,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,3,2,2,1,2,2,2,2,2,2
100,445,19,1,2,,2,5,2,3,4,1,3,3,2,3,3,3,4,2,3,3,2,3,3,2,3,5,5,3,5,4,2,2,4,4,3,2,4,3,2,3,3,2,3,2,3,4,4,2,3,3,2,4,2,2,2
100,410,22,2,2,,3,2,1,2,1,1,2,3,2,3,2,4,1,4,2,1,1,2,1,1,2,1,3,2,2,4,1,3,1,4,3,1,4,,1,4,1,5,5,1,1,2,2,2,1,1,3,4,3,2,3
100,570,20,2,1,,3,3,2,2,1,1,6,4,3,3,3,1,3,2,3,3,3,3,5,1,2,5,4,2,3,1,1,4,1,4,4,2,4,1,3,4,2,4,3,4,3,1,3,1,2,2,3,3,4,3,4
100,473,22,2,2,,3,2,2,2,4,2,3,5,3,6,3,2,3,3,3,5,3,6,6,3,3,1,7,3,6,3,5,2,2,2,2,2,2,3,2,2,3,2,3,2,3,4,4,4,5,2,2,2,5,3,5
100,314,19,2,2,,3,3,2,5,1,2,2,3,3,6,2,6,5,3,5,3,2,3,3,3,3,2,7,4,3,3,2,1,2,2,2,2,2,2,2,2,4,2,4,4,3,2,1,5,2,2,2,2,2,4,5
100,2063,19,2,1,,3,2,2,2,2,2,2,3,2,6,2,1,6,2,3,2,2,2,2,2,1,1,2,2,2,3,2,4,2,4,4,2,4,3,2,5,2,4,4,2,2,2,2,3,3,4,4,5,4,2,4
100,203,24,2,1,,3,6,2,4,1,1,4,1,2,2,4,6,1,1,5,6,1,6,5,3,5,3,2,2,7,6,1,5,5,5,1,1,5,1,4,5,1,4,3,3,3,2,5,2,2,3,1,2,2,3,2
100,409,26,2,1,,4,3,2,5,3,2,3,3,4,5,3,6,3,3,4,3,3,3,3,2,3,3,3,3,5,4,2,4,4,4,2,2,2,2,1,2,2,1,4,2,2,1,3,2,2,3,2,4,1,3,1
100,773,57,2,1,,1,2,2,1,2,1,1,1,1,3,1,1,4,2,6,2,1,1,2,1,3,1,6,1,2,2,2,5,1,4,1,2,5,2,2,5,2,5,5,1,2,2,2,3,2,5,2,5,4,2,3
100,428,,2,1,,3,2,2,2,3,2,3,2,2,2,1,4,3,2,1,2,3,3,2,3,4,2,5,3,3,3,2,2,2,4,4,3,2,2,2,3,1,4,3,2,2,2,2,1,1,2,4,3,4,2,4
100,315,21,2,2,,4,2,2,2,2,1,3,5,2,3,2,2,3,3,2,2,2,5,2,1,2,3,6,3,2,3,2,1,2,2,2,4,2,4,2,4,2,2,2,2,2,2,1,2,4,2,2,4,1,1,4
100,506,19,2,1,,3,4,2,1,3,1,3,3,3,2,2,4,3,2,3,5,1,4,1,3,3,3,3,1,3,1,4,4,2,2,4,2,3,4,2,3,2,1,3,3,2,2,5,2,2,4,4,3,4,2,3
100,227,21,2,2,,3,3,2,3,2,2,3,3,2,3,3,3,4,3,2,3,3,4,3,2,2,3,5,3,3,2,3,3,2,2,2,3,2,3,3,2,3,2,2,2,4,3,2,3,3,3,2,2,2,2,3
100,362,21,2,2,,3,2,2,2,2,2,2,2,3,2,2,4,3,3,3,3,2,3,3,2,2,2,3,2,3,3,2,1,2,3,2,2,3,3,2,3,2,3,4,1,2,2,1,2,2,3,1,3,2,2,2
100,336,20,2,2,,3,3,4,3,3,2,3,3,5,3,4,2,6,3,4,4,3,4,4,3,3,5,6,4,4,2,4,1,4,1,2,3,2,2,4,1,4,3,3,4,5,3,3,5,4,4,2,1,3,4,5
100,494,26,2,1,,5,1,4,2,1,3,5,3,6,2,4,2,2,2,5,3,2,6,2,1,1,4,5,1,2,1,4,2,3,2,2,1,5,1,5,4,4,2,4,1,5,1,1,2,2,2,2,2,1,3,4
100,272,21,2,4,,3,3,3,2,3,3,6,3,4,6,6,5,3,3,6,5,2,5,6,3,3,3,5,4,7,3,4,2,3,4,1,4,1,4,4,3,3,1,1,4,4,4,3,5,5,4,1,1,2,2,4
100,253,23,2,2,,2,2,2,4,2,4,3,4,6,6,6,4,2,2,7,5,5,3,4,3,3,6,7,3,7,1,4,1,5,2,1,2,2,5,5,2,3,1,2,2,4,2,2,4,3,2,1,1,1,2,3
100,655,33,2,2,,2,5,2,3,2,1,1,5,2,5,4,5,3,1,6,4,2,2,2,2,3,2,6,3,6,3,4,2,2,2,4,4,3,3,4,4,3,2,5,5,2,2,3,5,2,4,3,4,2,1,2
100,288,20,2,2,,3,3,1,1,1,1,2,5,1,5,2,3,4,3,3,2,2,3,2,2,2,2,2,1,2,5,4,1,2,1,1,2,2,4,2,4,2,4,4,1,4,3,1,2,1,4,1,4,1,2,2
100,549,29,1,2,,3,2,4,2,1,5,2,4,2,3,1,7,5,6,5,4,7,2,3,4,1,2,7,5,6,7,2,1,5,3,1,5,1,3,4,3,4,5,2,4,5,5,2,4,4,2,1,2,1,3,1
100,233,22,2,4,,3,1,4,3,1,4,3,4,4,3,1,5,5,3,4,1,3,3,4,4,1,4,6,3,3,7,4,1,3,1,1,4,1,4,3,2,4,4,3,4,1,5,2,3,4,2,1,1,1,3,2
100,229,29,2,1,,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,5,5,1,5,1,1,5,1,3,5,1,1,1,2,1,1,5,5,5,5,1,5
100,1666,,2,2,,4,3,2,4,2,2,2,1,2,2,2,1,4,5,2,1,2,4,1,3,2,1,4,2,5,2,2,5,1,5,5,4,5,2,1,4,1,5,5,1,3,2,2,2,2,4,5,5,4,1,5
100,348,25,2,1,,1,1,1,1,1,1,1,1,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,5,5,1,5,1,1,5,1,5,5,3,1,1,3,1,1,5,5,5,5,1,5
100,438,23,2,2,,4,6,6,5,1,2,3,5,4,5,5,7,3,6,6,3,2,6,4,2,5,6,6,4,7,2,4,2,4,1,2,2,2,5,5,3,4,3,4,1,4,4,2,4,5,2,1,2,1,3,1
100,406,23,2,1,,1,3,1,5,2,1,1,3,2,5,1,1,2,2,2,2,2,1,5,1,1,1,2,2,4,1,1,2,1,4,2,1,3,2,1,5,1,5,5,2,1,1,1,2,2,4,2,5,2,1,2
100,674,58,2,2,,4,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,5,2,5,4,2,3,1,2,5,2,5,5,2,3,1,1,2,2,5,4,3,5,2,5
100,436,21,1,2,,3,6,2,2,5,1,6,3,3,6,5,7,3,5,1,6,5,6,6,2,1,7,6,3,6,2,4,2,3,4,3,3,2,2,2,2,3,2,4,1,4,3,2,2,4,3,3,1,2,3,2
100,236,21,2,2,,3,4,2,1,2,1,3,3,2,4,2,1,2,2,3,3,3,4,3,2,2,1,5,3,3,1,1,5,2,3,3,2,3,3,3,2,3,2,3,1,2,3,4,2,3,4,2,3,1,3,2
100,700,34,2,2,,1,3,2,2,1,3,1,5,2,3,2,5,5,2,3,3,2,2,2,2,2,1,5,3,3,3,4,2,4,2,2,2,2,4,2,2,3,4,4,2,2,2,1,3,4,2,1,3,2,1,2
100,396,22,2,2,,3,1,2,4,2,2,3,4,2,3,3,2,6,3,3,4,3,3,3,1,3,3,5,3,4,3,2,3,2,2,2,2,3,2,3,4,,2,2,2,3,2,4,,2,4,2,4,2,3,2
100,512,26,2,4,,3,4,2,3,1,2,2,2,2,6,4,4,2,4,3,1,1,4,3,1,4,2,3,4,4,6,3,2,2,2,5,3,2,3,3,2,3,4,4,4,3,3,2,3,3,3,3,2,5,2,5
100,310,23,2,1,,2,3,2,1,2,1,3,2,3,2,2,7,6,2,1,2,2,2,2,1,1,4,6,2,3,1,1,5,2,1,2,1,4,3,1,4,2,5,4,2,3,2,3,2,2,4,2,5,3,2,2
100,2052,,2,1,,1,2,1,1,2,1,3,1,3,2,1,4,4,3,2,2,3,3,2,1,2,4,2,2,2,2,1,2,2,4,3,1,4,2,2,4,1,2,2,1,2,2,3,3,1,3,3,4,3,1,2
100,483,22,2,2,,4,3,2,5,1,2,6,5,3,5,3,5,2,2,3,3,2,2,4,2,2,2,7,5,2,1,4,2,2,1,4,3,4,3,2,4,3,2,3,1,3,2,4,2,4,4,3,4,2,3,4
100,1164,,2,1,,1,2,2,4,4,1,1,3,5,5,2,1,4,6,3,5,1,7,4,2,1,1,7,2,6,2,3,3,2,3,4,2,4,2,2,5,4,1,4,2,3,2,4,2,3,2,3,3,3,2,3
100,398,54,2,2,,1,3,1,4,3,2,4,2,3,3,4,5,3,2,7,2,1,5,4,2,2,2,3,2,2,5,1,3,2,4,5,1,4,2,4,4,1,5,5,2,3,1,1,4,2,4,5,2,5,2,5
100,468,22,2,2,,3,3,1,4,1,1,1,1,4,3,1,5,1,1,4,3,1,3,1,1,1,1,4,1,4,1,3,1,3,3,2,2,3,4,3,3,2,3,3,3,2,2,2,3,3,3,1,3,2,1,2
100,614,24,2,2,,1,1,1,1,1,1,1,2,1,2,2,3,3,3,5,1,1,2,4,2,1,3,3,1,3,1,2,5,1,5,4,2,4,2,2,5,1,4,4,1,2,1,2,1,1,4,5,5,2,1,2
100,411,26,2,2,,2,2,2,3,2,1,2,3,3,2,3,6,3,2,6,4,2,3,1,2,3,3,6,4,3,1,2,2,3,3,2,2,2,2,3,3,2,4,2,1,1,3,2,2,3,2,2,2,2,3,2
100,460,26,2,2,,1,1,2,2,2,2,3,4,3,3,3,5,3,5,2,3,1,5,3,5,3,1,5,4,4,1,4,2,2,1,2,2,2,3,2,3,3,3,3,1,2,2,1,2,2,3,3,2,2,2,3
100,373,18,2,2,,4,1,2,4,2,2,2,4,2,5,1,2,4,2,2,2,2,3,2,2,2,2,5,3,3,2,2,2,4,3,2,2,2,2,2,2,4,3,5,1,3,2,1,2,2,2,2,2,2,2,2
100,5496,24,2,1,,3,3,1,1,2,2,2,2,3,3,3,4,5,2,3,2,1,4,2,1,2,2,7,1,3,6,1,5,2,5,2,1,2,1,1,5,1,1,2,4,4,2,2,1,2,5,2,2,4,3,4
100,291,20,2,2,,3,2,3,1,3,1,4,4,4,5,3,2,2,5,2,5,3,4,5,3,2,5,5,3,3,2,4,3,3,2,4,2,3,4,4,4,4,2,4,4,3,2,5,4,2,3,3,2,4,3,4
100,231,,2,2,,1,2,2,2,2,3,2,3,2,2,2,3,3,2,1,3,3,4,1,3,3,3,1,3,4,3,4,3,3,2,2,2,2,4,3,2,2,2,3,1,2,1,4,4,2,2,2,3,2,2,2
100,438081,,2,2,,4,2,3,3,3,2,3,3,2,3,3,4,3,3,2,3,3,3,2,2,4,2,5,3,2,3,2,4,3,4,4,3,3,2,2,3,2,3,3,2,2,2,2,2,3,3,2,3,3,4,4
100,340,20,2,2,,3,3,4,3,2,3,3,6,6,5,2,6,6,2,2,3,3,6,2,4,2,3,6,4,4,2,4,1,1,1,4,2,2,4,2,2,5,1,3,4,3,2,2,4,4,2,4,2,2,1,3
100,465,18,2,2,,3,1,2,5,3,2,5,2,2,2,1,6,6,1,1,3,1,5,1,1,1,3,3,1,2,2,2,4,2,5,5,2,3,3,2,5,2,3,4,3,1,2,1,1,2,4,5,1,5,1,5
100,631,65,2,1,,2,2,3,3,2,1,1,4,2,5,3,2,1,4,4,2,1,2,3,2,2,1,6,4,3,5,3,2,2,2,2,2,3,2,3,2,3,4,4,2,3,2,1,4,4,2,1,4,4,2,1
100,321,64,2,2,,4,1,1,3,1,1,3,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,2,1,1,2,1,5,1,5,3,2,5,2,1,5,1,5,5,1,2,2,2,1,1,5,5,5,5,1,5
100,262,21,2,2,,3,3,3,2,3,2,2,3,2,3,1,4,2,1,3,2,3,1,1,2,1,1,5,2,3,2,2,4,2,5,2,2,3,3,3,3,3,4,4,4,2,2,2,2,2,4,2,4,2,1,2
100,372,21,2,1,,3,1,3,3,1,2,2,2,3,2,3,4,1,1,6,3,1,3,2,1,4,3,1,2,3,2,2,2,2,5,5,2,4,2,3,3,2,4,2,2,1,1,2,1,4,3,5,3,5,3,5
100,451,53,2,2,,1,2,2,4,2,2,1,2,2,3,3,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,4,1,3,4,1,4,2,1,4,2,5,4,1,2,2,2,2,2,5,4,4,4,1,4
100,263,,2,2,,3,2,2,1,3,1,1,5,5,3,1,7,5,2,3,1,2,2,4,3,3,2,6,2,5,2,2,1,2,4,4,1,4,4,2,5,2,2,2,1,2,2,4,3,1,4,3,5,2,2,2
100,264,20,2,2,,3,1,3,5,1,1,1,3,2,3,2,6,5,2,3,2,2,4,3,2,2,2,3,2,1,1,2,1,2,4,3,2,4,2,2,2,2,2,4,1,2,2,1,4,2,5,2,3,2,2,2
100,377,19,2,1,,3,3,4,5,3,2,6,6,5,4,5,3,6,3,5,2,2,6,4,5,2,4,6,5,3,3,3,2,3,2,4,3,3,4,2,2,4,4,4,3,3,2,1,3,4,2,4,2,4,4,4
100,443,60,2,2,,4,2,2,4,3,1,2,5,2,2,1,2,6,1,2,2,1,5,1,3,2,2,5,2,5,3,2,1,2,3,4,2,3,2,2,5,2,3,5,2,2,1,1,2,2,4,4,5,3,1,3
100,754,19,2,1,,3,2,2,4,2,1,4,3,1,3,3,6,2,2,3,2,1,2,2,2,1,3,2,3,4,1,2,5,2,5,5,2,4,2,2,5,3,5,4,2,3,2,2,1,2,4,5,4,4,2,5
100,338,21,2,2,,3,5,3,1,2,1,1,4,2,5,2,2,4,1,5,4,2,3,1,2,2,2,6,4,3,5,3,1,3,2,2,4,2,4,3,3,3,2,3,2,4,3,3,2,4,3,1,2,1,2,1
100,420,20,2,1,,4,5,3,3,4,2,3,4,4,4,5,3,1,4,5,5,1,4,4,3,2,3,2,3,5,1,2,3,4,2,5,4,3,2,4,2,3,2,4,1,3,4,2,4,2,4,5,3,4,3,5
100,378,21,2,1,,2,4,2,1,4,1,6,3,5,5,2,1,3,2,2,6,1,5,1,1,2,7,3,3,6,1,2,5,2,4,4,2,2,2,2,5,2,2,4,2,3,1,3,2,1,4,4,2,3,1,3
100,245,20,2,1,,3,2,2,2,2,2,2,3,2,3,3,1,3,2,7,2,3,7,2,3,2,7,4,1,2,2,2,5,2,4,1,4,3,2,2,3,2,4,3,2,3,3,3,2,3,4,4,3,1,2,1
100,288,21,2,1,,3,2,2,2,2,2,2,5,2,3,3,3,2,2,3,3,2,3,2,3,2,3,6,2,2,5,2,2,2,3,2,2,1,3,3,3,2,2,2,3,3,2,4,4,2,2,2,3,3,3,3
100,275032,21,2,2,,1,1,2,2,1,2,1,4,2,3,2,6,1,1,3,2,1,3,4,2,2,1,5,3,2,1,4,3,2,2,2,2,2,4,2,2,2,4,4,1,3,2,1,2,4,4,2,2,2,2,3
100,1014,59,2,1,,1,1,2,2,1,1,3,2,1,2,2,1,6,3,1,2,3,1,1,2,2,1,6,2,2,3,2,2,2,4,4,1,2,1,2,5,3,1,3,3,4,2,4,1,1,5,4,5,5,1,4
100,429,24,2,1,,1,2,2,2,1,2,2,2,4,2,2,6,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,4,4,2,4,2,2,4,1,4,4,2,2,4,2,2,2,4,3,5,4,2,4
100,484,21,2,2,,3,4,2,2,1,3,4,5,1,3,2,4,3,2,4,2,1,2,3,2,1,1,4,2,3,2,2,4,2,4,3,2,3,3,2,4,2,4,4,2,2,3,1,2,2,4,4,4,3,2,3
100,5241,21,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
